term_str,stem,n,rank,p,i,stop,max_pos,n_pos,cat_pos
ridicule,ridicul,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,3,"{'VB', 'NN', 'VBP'}"
richer,richer,11,6827,7.405552279159699e-06,17.042961238847994,0,JJR,4,"{'VBZ', 'NN', 'JJR', 'RB'}"
equalled,equal,11,6827,7.405552279159699e-06,17.042961238847994,0,VBN,2,"{'VBD', 'VBN'}"
frontier,frontier,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,2,"{'NN', 'JJR'}"
moodwell,moodwel,11,6827,7.405552279159699e-06,17.042961238847994,0,NNP,1,{'NNP'}
alarming,alarm,11,6827,7.405552279159699e-06,17.042961238847994,0,VBG,2,"{'NN', 'VBG'}"
detection,detect,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,1,{'NN'}
coasnon,coasnon,11,6827,7.405552279159699e-06,17.042961238847994,0,NNP,1,{'NNP'}
1867,1867,11,6827,7.405552279159699e-06,17.042961238847994,0,CD,1,{'CD'}
quare,quar,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,2,"{'JJ', 'NN'}"
contradiction,contradict,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,1,{'NN'}
bruised,bruis,11,6827,7.405552279159699e-06,17.042961238847994,0,VBD,3,"{'JJ', 'VBD', 'VBN'}"
sixtysix,sixtysix,11,6827,7.405552279159699e-06,17.042961238847994,0,JJ,3,"{'JJ', 'NNS', 'NN'}"
bulk,bulk,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,1,{'NN'}
involving,involv,11,6827,7.405552279159699e-06,17.042961238847994,0,VBG,1,{'VBG'}
analysis,analysi,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,1,{'NN'}
neighbouring,neighbour,11,6827,7.405552279159699e-06,17.042961238847994,0,JJ,3,"{'JJ', 'NN', 'VBG'}"
diamond,diamond,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,1,{'NN'}
sawed,saw,11,6827,7.405552279159699e-06,17.042961238847994,0,VBN,2,"{'VBD', 'VBN'}"
owes,owe,11,6827,7.405552279159699e-06,17.042961238847994,0,VBZ,2,"{'VBZ', 'NN'}"
contending,contend,11,6827,7.405552279159699e-06,17.042961238847994,0,VBG,2,"{'NN', 'VBG'}"
heartless,heartless,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,2,"{'JJ', 'NN'}"
neared,near,11,6827,7.405552279159699e-06,17.042961238847994,0,VBD,1,{'VBD'}
disgust,disgust,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,1,{'NN'}
injuries,injuri,11,6827,7.405552279159699e-06,17.042961238847994,0,NNS,1,{'NNS'}
léogane,léogan,11,6827,7.405552279159699e-06,17.042961238847994,0,NNP,1,{'NNP'}
bursting,burst,11,6827,7.405552279159699e-06,17.042961238847994,0,VBG,2,"{'NN', 'VBG'}"
stamp,stamp,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,4,"{'VB', 'VBZ', 'NN', 'NNP'}"
auction,auction,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,2,"{'NN', 'NNP'}"
gov,gov,11,6827,7.405552279159699e-06,17.042961238847994,0,NNP,1,{'NNP'}
graces,grace,11,6827,7.405552279159699e-06,17.042961238847994,0,NNS,1,{'NNS'}
expelled,expel,11,6827,7.405552279159699e-06,17.042961238847994,0,VBN,3,"{'JJ', 'VBD', 'VBN'}"
randolph,randolph,11,6827,7.405552279159699e-06,17.042961238847994,0,NNP,1,{'NNP'}
filth,filth,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,1,{'NN'}
dutch,dutch,11,6827,7.405552279159699e-06,17.042961238847994,0,NNP,3,"{'JJ', 'NNP', 'NNPS'}"
rum,rum,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,2,"{'JJ', 'NN'}"
document,document,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,1,{'NN'}
phelix,phelix,11,6827,7.405552279159699e-06,17.042961238847994,0,NNP,1,{'NNP'}
congregations,congreg,11,6827,7.405552279159699e-06,17.042961238847994,0,NNS,1,{'NNS'}
caravan,caravan,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,1,{'NN'}
poet,poet,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,2,"{'JJ', 'NN'}"
rudely,rude,11,6827,7.405552279159699e-06,17.042961238847994,0,RB,1,{'RB'}
depending,depend,11,6827,7.405552279159699e-06,17.042961238847994,0,VBG,1,{'VBG'}
bells,bell,11,6827,7.405552279159699e-06,17.042961238847994,0,NNS,1,{'NNS'}
wiped,wipe,11,6827,7.405552279159699e-06,17.042961238847994,0,VBD,2,"{'VBD', 'VBN'}"
invasion,invas,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,1,{'NN'}
deception,decept,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,1,{'NN'}
copies,copi,11,6827,7.405552279159699e-06,17.042961238847994,0,NNS,1,{'NNS'}
delegation,deleg,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,1,{'NN'}
steam,steam,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,1,{'NN'}
capitol,capitol,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,2,"{'NN', 'NNP'}"
ghastly,ghast,11,6827,7.405552279159699e-06,17.042961238847994,0,RB,3,"{'JJ', 'NN', 'RB'}"
atrocious,atroci,11,6827,7.405552279159699e-06,17.042961238847994,0,JJ,1,{'JJ'}
23,23,11,6827,7.405552279159699e-06,17.042961238847994,0,CD,1,{'CD'}
anyway,anyway,11,6827,7.405552279159699e-06,17.042961238847994,0,RB,2,"{'NN', 'RB'}"
unchristian,unchristian,11,6827,7.405552279159699e-06,17.042961238847994,0,JJ,1,{'JJ'}
similarity,similar,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,1,{'NN'}
understands,understand,11,6827,7.405552279159699e-06,17.042961238847994,0,VBZ,1,{'VBZ'}
sundayschools,sundayschool,11,6827,7.405552279159699e-06,17.042961238847994,0,NNP,3,"{'JJ', 'NNS', 'NNP'}"
stake,stake,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,1,{'NN'}
lifetime,lifetim,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,2,"{'JJ', 'NN'}"
adventure,adventur,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,2,"{'NN', 'NNP'}"
adoption,adopt,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,1,{'NN'}
crockett,crockett,11,6827,7.405552279159699e-06,17.042961238847994,0,NNP,1,{'NNP'}
14,14,11,6827,7.405552279159699e-06,17.042961238847994,0,CD,1,{'CD'}
olden,olden,11,6827,7.405552279159699e-06,17.042961238847994,0,JJ,1,{'JJ'}
housekeeper,housekeep,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,2,"{'JJ', 'NN'}"
inclination,inclin,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,2,"{'NN', 'NNP'}"
15,15,11,6827,7.405552279159699e-06,17.042961238847994,0,CD,1,{'CD'}
resentment,resent,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,1,{'NN'}
barely,bare,11,6827,7.405552279159699e-06,17.042961238847994,0,RB,1,{'RB'}
rulers,ruler,11,6827,7.405552279159699e-06,17.042961238847994,0,NNS,1,{'NNS'}
anecdotes,anecdot,11,6827,7.405552279159699e-06,17.042961238847994,0,NNS,2,"{'NNS', 'VBZ'}"
lock,lock,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,3,"{'VB', 'VBZ', 'NN'}"
tenor,tenor,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,1,{'NN'}
canoe,cano,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,1,{'NN'}
troublesome,troublesom,11,6827,7.405552279159699e-06,17.042961238847994,0,JJ,1,{'JJ'}
parliament,parliament,11,6827,7.405552279159699e-06,17.042961238847994,0,NNP,2,"{'NN', 'NNP'}"
neighbour,neighbour,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,1,{'NN'}
elbow,elbow,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,3,"{'VB', 'NN', 'JJ'}"
shuddered,shudder,11,6827,7.405552279159699e-06,17.042961238847994,0,VBD,2,"{'VBD', 'VBN'}"
ordinance,ordin,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,1,{'NN'}
fortress,fortress,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,2,"{'NN', 'NNP'}"
summary,summari,11,6827,7.405552279159699e-06,17.042961238847994,0,JJ,3,"{'JJ', 'NN', 'NNP'}"
routine,routin,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,2,"{'JJ', 'NN'}"
spurgeon,spurgeon,11,6827,7.405552279159699e-06,17.042961238847994,0,NNP,1,{'NNP'}
traitor,traitor,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,1,{'NN'}
descend,descend,11,6827,7.405552279159699e-06,17.042961238847994,0,VB,2,"{'VB', 'VBP'}"
sweetest,sweetest,11,6827,7.405552279159699e-06,17.042961238847994,0,JJS,2,"{'NN', 'JJS'}"
baths,bath,11,6827,7.405552279159699e-06,17.042961238847994,0,NNS,2,"{'NNS', 'NNP'}"
productive,product,11,6827,7.405552279159699e-06,17.042961238847994,0,JJ,1,{'JJ'}
mess,mess,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,1,{'NN'}
coolly,coolli,11,6827,7.405552279159699e-06,17.042961238847994,0,RB,1,{'RB'}
folly,folli,11,6827,7.405552279159699e-06,17.042961238847994,0,RB,3,"{'NN', 'NNP', 'RB'}"
truthful,truth,11,6827,7.405552279159699e-06,17.042961238847994,0,JJ,2,"{'JJ', 'NN'}"
claiming,claim,11,6827,7.405552279159699e-06,17.042961238847994,0,VBG,2,"{'NN', 'VBG'}"
strangely,strang,11,6827,7.405552279159699e-06,17.042961238847994,0,RB,2,"{'JJ', 'RB'}"
subscription,subscript,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,1,{'NN'}
hereby,herebi,11,6827,7.405552279159699e-06,17.042961238847994,0,RB,3,"{'NN', 'NNP', 'RB'}"
babies,babi,11,6827,7.405552279159699e-06,17.042961238847994,0,NNS,2,"{'NNS', 'NNP'}"
bushels,bushel,11,6827,7.405552279159699e-06,17.042961238847994,0,NNS,2,"{'NNS', 'NN'}"
3rd,3rd,11,6827,7.405552279159699e-06,17.042961238847994,0,CD,1,{'CD'}
stress,stress,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,1,{'NN'}
veneration,vener,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,1,{'NN'}
critical,critic,11,6827,7.405552279159699e-06,17.042961238847994,0,JJ,1,{'JJ'}
vermont,vermont,11,6827,7.405552279159699e-06,17.042961238847994,0,NNP,1,{'NNP'}
benefactor,benefactor,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,1,{'NN'}
terminated,termin,11,6827,7.405552279159699e-06,17.042961238847994,0,VBN,2,"{'VBD', 'VBN'}"
watchman,watchman,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,2,"{'NN', 'NNP'}"
campus,campus,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,1,{'NN'}
mines,mine,11,6827,7.405552279159699e-06,17.042961238847994,0,NNS,1,{'NNS'}
faded,fade,11,6827,7.405552279159699e-06,17.042961238847994,0,JJ,3,"{'JJ', 'VBD', 'VBN'}"
cuba,cuba,11,6827,7.405552279159699e-06,17.042961238847994,0,NNP,1,{'NNP'}
winters,winter,11,6827,7.405552279159699e-06,17.042961238847994,0,NNS,1,{'NNS'}
desperado,desperado,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,1,{'NN'}
devout,devout,11,6827,7.405552279159699e-06,17.042961238847994,0,JJ,2,"{'JJ', 'NN'}"
jidda,jidda,11,6827,7.405552279159699e-06,17.042961238847994,0,NNP,1,{'NNP'}
cella,cella,11,6827,7.405552279159699e-06,17.042961238847994,0,NNP,1,{'NNP'}
commended,commend,11,6827,7.405552279159699e-06,17.042961238847994,0,VBN,2,"{'VBD', 'VBN'}"
announcing,announc,11,6827,7.405552279159699e-06,17.042961238847994,0,VBG,1,{'VBG'}
allers,aller,11,6827,7.405552279159699e-06,17.042961238847994,0,NNS,3,"{'NNS', 'VBP', 'VBZ'}"
draft,draft,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,1,{'NN'}
tested,test,11,6827,7.405552279159699e-06,17.042961238847994,0,VBN,2,"{'VBD', 'VBN'}"
voluntary,voluntari,11,6827,7.405552279159699e-06,17.042961238847994,0,JJ,1,{'JJ'}
extinguished,extinguish,11,6827,7.405552279159699e-06,17.042961238847994,0,VBN,2,"{'VBD', 'VBN'}"
lungs,lung,11,6827,7.405552279159699e-06,17.042961238847994,0,NNS,1,{'NNS'}
originally,origin,11,6827,7.405552279159699e-06,17.042961238847994,0,RB,1,{'RB'}
bloodhounds,bloodhound,11,6827,7.405552279159699e-06,17.042961238847994,0,NNS,1,{'NNS'}
enlighten,enlighten,11,6827,7.405552279159699e-06,17.042961238847994,0,VB,2,"{'NN', 'VB'}"
immorality,immor,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,1,{'NN'}
medina,medina,11,6827,7.405552279159699e-06,17.042961238847994,0,NNP,1,{'NNP'}
accepting,accept,11,6827,7.405552279159699e-06,17.042961238847994,0,VBG,1,{'VBG'}
reluctance,reluct,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,1,{'NN'}
calico,calico,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,2,"{'JJ', 'NN'}"
baptize,baptiz,11,6827,7.405552279159699e-06,17.042961238847994,0,VB,2,"{'VB', 'VBP'}"
negotiation,negoti,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,1,{'NN'}
interrupt,interrupt,11,6827,7.405552279159699e-06,17.042961238847994,0,VB,1,{'VB'}
carlisle,carlisl,11,6827,7.405552279159699e-06,17.042961238847994,0,NNP,1,{'NNP'}
correctly,correct,11,6827,7.405552279159699e-06,17.042961238847994,0,RB,1,{'RB'}
patriot,patriot,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,1,{'NN'}
pocketbook,pocketbook,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,2,"{'JJ', 'NN'}"
chest,chest,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,1,{'NN'}
temperate,temper,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,3,"{'JJ', 'NN', 'VBP'}"
eagle,eagl,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,2,"{'NN', 'NNP'}"
version,version,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,1,{'NN'}
biscuits,biscuit,11,6827,7.405552279159699e-06,17.042961238847994,0,NNS,1,{'NNS'}
stead,stead,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,1,{'NN'}
parish,parish,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,3,"{'JJ', 'NN', 'VB'}"
fraud,fraud,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,2,"{'NN', 'NNP'}"
repented,repent,11,6827,7.405552279159699e-06,17.042961238847994,0,VBD,2,"{'VBD', 'VBN'}"
programme,programm,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,2,"{'VB', 'NN'}"
dense,dens,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,2,"{'JJ', 'NN'}"
apparatus,apparatus,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,2,"{'NN', 'NNP'}"
poets,poet,11,6827,7.405552279159699e-06,17.042961238847994,0,NNS,1,{'NNS'}
boldness,bold,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,2,"{'NN', 'NNP'}"
energies,energi,11,6827,7.405552279159699e-06,17.042961238847994,0,NNS,1,{'NNS'}
tyrant,tyrant,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,2,"{'JJ', 'NN'}"
giant,giant,11,6827,7.405552279159699e-06,17.042961238847994,0,JJ,2,"{'JJ', 'NN'}"
purposely,purpos,11,6827,7.405552279159699e-06,17.042961238847994,0,RB,1,{'RB'}
celebrate,celebr,11,6827,7.405552279159699e-06,17.042961238847994,0,VB,2,"{'VB', 'VBP'}"
director,director,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,2,"{'NN', 'NNP'}"
transport,transport,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,2,"{'VB', 'NN'}"
delicacy,delicaci,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,1,{'NN'}
sect,sect,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,1,{'NN'}
policeman,policeman,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,1,{'NN'}
pained,pain,11,6827,7.405552279159699e-06,17.042961238847994,0,VBN,2,"{'VBD', 'VBN'}"
innumerable,innumer,11,6827,7.405552279159699e-06,17.042961238847994,0,JJ,1,{'JJ'}
access,access,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,1,{'NN'}
phrase,phrase,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,1,{'NN'}
miller,miller,11,6827,7.405552279159699e-06,17.042961238847994,0,NNP,2,"{'NN', 'NNP'}"
split,split,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,3,"{'VB', 'NN', 'VBN'}"
awkward,awkward,11,6827,7.405552279159699e-06,17.042961238847994,0,JJ,3,"{'JJ', 'NN', 'RB'}"
fostered,foster,11,6827,7.405552279159699e-06,17.042961238847994,0,VBN,2,"{'VBD', 'VBN'}"
darling,darl,11,6827,7.405552279159699e-06,17.042961238847994,0,VBG,3,"{'NN', 'VBG', 'NNP'}"
handled,handl,11,6827,7.405552279159699e-06,17.042961238847994,0,VBN,2,"{'VBD', 'VBN'}"
warmth,warmth,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,1,{'NN'}
relationship,relationship,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,1,{'NN'}
tropical,tropic,11,6827,7.405552279159699e-06,17.042961238847994,0,JJ,1,{'JJ'}
prophets,prophet,11,6827,7.405552279159699e-06,17.042961238847994,0,NNS,1,{'NNS'}
tuck,tuck,11,6827,7.405552279159699e-06,17.042961238847994,0,VBD,4,"{'VBP', 'VBD', 'VBN', 'FW'}"
dressing,dress,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,3,"{'NN', 'NNP', 'VBG'}"
developing,develop,11,6827,7.405552279159699e-06,17.042961238847994,0,VBG,1,{'VBG'}
reverently,rever,11,6827,7.405552279159699e-06,17.042961238847994,0,RB,1,{'RB'}
contemptible,contempt,11,6827,7.405552279159699e-06,17.042961238847994,0,JJ,1,{'JJ'}
needless,needless,11,6827,7.405552279159699e-06,17.042961238847994,0,JJ,1,{'JJ'}
deprive,depriv,11,6827,7.405552279159699e-06,17.042961238847994,0,VB,2,"{'VB', 'VBP'}"
bite,bite,11,6827,7.405552279159699e-06,17.042961238847994,0,VB,2,"{'NN', 'VB'}"
fervently,fervent,11,6827,7.405552279159699e-06,17.042961238847994,0,RB,1,{'RB'}
carnegie,carnegi,11,6827,7.405552279159699e-06,17.042961238847994,0,NNP,1,{'NNP'}
fanatical,fanat,11,6827,7.405552279159699e-06,17.042961238847994,0,JJ,1,{'JJ'}
heaped,heap,11,6827,7.405552279159699e-06,17.042961238847994,0,VBN,3,"{'JJ', 'VBD', 'VBN'}"
hampshire,hampshir,11,6827,7.405552279159699e-06,17.042961238847994,0,NNP,1,{'NNP'}
beast,beast,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,1,{'NN'}
kiln,kiln,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,1,{'NN'}
pitched,pitch,11,6827,7.405552279159699e-06,17.042961238847994,0,JJ,3,"{'JJ', 'VBD', 'VBN'}"
warn,warn,11,6827,7.405552279159699e-06,17.042961238847994,0,VB,2,"{'VB', 'VBP'}"
blazing,blaze,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,2,"{'NN', 'VBG'}"
emphasize,emphas,11,6827,7.405552279159699e-06,17.042961238847994,0,VB,1,{'VB'}
stain,stain,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,2,"{'VB', 'NN'}"
proudly,proud,11,6827,7.405552279159699e-06,17.042961238847994,0,RB,1,{'RB'}
dominant,domin,11,6827,7.405552279159699e-06,17.042961238847994,0,JJ,1,{'JJ'}
quitted,quit,11,6827,7.405552279159699e-06,17.042961238847994,0,VBD,2,"{'VBD', 'VBN'}"
lub,lub,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,5,"{'VBP', 'VBZ', 'IN', 'NN', 'VB'}"
jefferson,jefferson,11,6827,7.405552279159699e-06,17.042961238847994,0,NNP,1,{'NNP'}
comforted,comfort,11,6827,7.405552279159699e-06,17.042961238847994,0,VBN,3,"{'JJ', 'VBD', 'VBN'}"
fortifications,fortif,11,6827,7.405552279159699e-06,17.042961238847994,0,NNS,1,{'NNS'}
boarders,boarder,11,6827,7.405552279159699e-06,17.042961238847994,0,NNS,1,{'NNS'}
keswick,keswick,11,6827,7.405552279159699e-06,17.042961238847994,0,NNP,1,{'NNP'}
anxiously,anxious,11,6827,7.405552279159699e-06,17.042961238847994,0,RB,1,{'RB'}
gals,gal,11,6827,7.405552279159699e-06,17.042961238847994,0,NNS,1,{'NNS'}
attentions,attent,11,6827,7.405552279159699e-06,17.042961238847994,0,NNS,1,{'NNS'}
sanders,sander,11,6827,7.405552279159699e-06,17.042961238847994,0,NNP,1,{'NNP'}
rugged,rug,11,6827,7.405552279159699e-06,17.042961238847994,0,JJ,4,"{'JJ', 'NN', 'VBD', 'VBN'}"
extract,extract,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,2,"{'VB', 'NN'}"
vineyard,vineyard,11,6827,7.405552279159699e-06,17.042961238847994,0,NNP,2,"{'NN', 'NNP'}"
shipped,ship,11,6827,7.405552279159699e-06,17.042961238847994,0,VBN,2,"{'VBD', 'VBN'}"
perplexity,perplex,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,2,"{'NN', 'NNP'}"
sentinels,sentinel,11,6827,7.405552279159699e-06,17.042961238847994,0,NNS,2,"{'NNS', 'NNP'}"
occupying,occupi,11,6827,7.405552279159699e-06,17.042961238847994,0,VBG,1,{'VBG'}
florida,florida,11,6827,7.405552279159699e-06,17.042961238847994,0,NNP,1,{'NNP'}
bayou,bayou,11,6827,7.405552279159699e-06,17.042961238847994,0,NNP,2,"{'NN', 'NNP'}"
buchanan,buchanan,11,6827,7.405552279159699e-06,17.042961238847994,0,NNP,1,{'NNP'}
frighten,frighten,11,6827,7.405552279159699e-06,17.042961238847994,0,VB,2,"{'JJ', 'VB'}"
suspicious,suspici,11,6827,7.405552279159699e-06,17.042961238847994,0,JJ,1,{'JJ'}
employers,employ,11,6827,7.405552279159699e-06,17.042961238847994,0,NNS,1,{'NNS'}
hickory,hickori,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,2,"{'JJ', 'NN'}"
accomplishing,accomplish,11,6827,7.405552279159699e-06,17.042961238847994,0,VBG,3,"{'NN', 'VBG', 'NNP'}"
rod,rod,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,1,{'NN'}
sanctioned,sanction,11,6827,7.405552279159699e-06,17.042961238847994,0,VBN,2,"{'VBD', 'VBN'}"
hardened,harden,11,6827,7.405552279159699e-06,17.042961238847994,0,VBN,2,"{'VBD', 'VBN'}"
followers,follow,11,6827,7.405552279159699e-06,17.042961238847994,0,NNS,1,{'NNS'}
sow,sow,11,6827,7.405552279159699e-06,17.042961238847994,0,VB,4,"{'NN', 'VB', 'VBP', 'VBZ'}"
perplexed,perplex,11,6827,7.405552279159699e-06,17.042961238847994,0,JJ,5,"{'NNP', 'VBD', 'VBN', 'JJ', 'NN'}"
duration,durat,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,1,{'NN'}
pork,pork,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,1,{'NN'}
fearfully,fear,11,6827,7.405552279159699e-06,17.042961238847994,0,RB,1,{'RB'}
lynchings,lynch,11,6827,7.405552279159699e-06,17.042961238847994,0,NNS,2,"{'NNS', 'NNP'}"
judicial,judici,11,6827,7.405552279159699e-06,17.042961238847994,0,JJ,3,"{'JJ', 'NN', 'NNP'}"
wondrous,wondrous,11,6827,7.405552279159699e-06,17.042961238847994,0,JJ,1,{'JJ'}
militia,militia,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,2,"{'NN', 'NNP'}"
reminds,remind,11,6827,7.405552279159699e-06,17.042961238847994,0,VBZ,1,{'VBZ'}
darkey,darkey,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,2,"{'JJ', 'NN'}"
fervor,fervor,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,1,{'NN'}
disaster,disast,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,1,{'NN'}
autobiography,autobiographi,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,2,"{'NN', 'NNP'}"
pete,pete,11,6827,7.405552279159699e-06,17.042961238847994,0,NNP,1,{'NNP'}
formally,formal,11,6827,7.405552279159699e-06,17.042961238847994,0,RB,1,{'RB'}
profits,profit,11,6827,7.405552279159699e-06,17.042961238847994,0,NNS,1,{'NNS'}
brandon,brandon,11,6827,7.405552279159699e-06,17.042961238847994,0,NNP,1,{'NNP'}
immersion,immers,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,1,{'NN'}
funerals,funer,11,6827,7.405552279159699e-06,17.042961238847994,0,NNS,1,{'NNS'}
kno,kno,11,6827,7.405552279159699e-06,17.042961238847994,0,VBP,5,"{'NNP', 'VBZ', 'JJ', 'NN', 'VBP'}"
coin,coin,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,1,{'NN'}
czar,czar,11,6827,7.405552279159699e-06,17.042961238847994,0,NNP,1,{'NNP'}
dave,dave,11,6827,7.405552279159699e-06,17.042961238847994,0,NNP,1,{'NNP'}
estates,estat,11,6827,7.405552279159699e-06,17.042961238847994,0,NNS,1,{'NNS'}
errands,errand,11,6827,7.405552279159699e-06,17.042961238847994,0,NNS,1,{'NNS'}
emphasized,emphas,11,6827,7.405552279159699e-06,17.042961238847994,0,VBN,3,"{'JJ', 'VBD', 'VBN'}"
lacking,lack,11,6827,7.405552279159699e-06,17.042961238847994,0,VBG,3,"{'JJ', 'NN', 'VBG'}"
displeasure,displeasur,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,2,"{'NN', 'NNP'}"
remedies,remedi,11,6827,7.405552279159699e-06,17.042961238847994,0,NNS,1,{'NNS'}
sweetly,sweet,11,6827,7.405552279159699e-06,17.042961238847994,0,RB,1,{'RB'}
province,provinc,11,6827,7.405552279159699e-06,17.042961238847994,0,NN,2,"{'NN', 'NNP'}"
1874,1874,11,6827,7.405552279159699e-06,17.042961238847994,0,CD,1,{'CD'}
humblest,humblest,11,6827,7.405552279159699e-06,17.042961238847994,0,JJS,2,"{'NN', 'JJS'}"
